Test_Point,Actual_Label,Predicted_Label,Correct
327,0,0,Yes
328,0,0,Yes
329,0,0,Yes
330,0,0,Yes
331,0,0,Yes
332,0,0,Yes
333,0,0,Yes
334,0,0,Yes
335,0,0,Yes
336,0,0,Yes
337,0,0,Yes
338,0,0,Yes
339,0,0,Yes
340,0,0,Yes
341,0,0,Yes
342,0,0,Yes
343,0,0,Yes
344,0,0,Yes
345,0,0,Yes
346,0,0,Yes
347,0,0,Yes
348,0,0,Yes
349,0,0,Yes
350,0,0,Yes
351,0,0,Yes
352,0,0,Yes
353,0,0,Yes
354,0,0,Yes
355,0,0,Yes
356,0,0,Yes
357,0,0,Yes
358,0,0,Yes
359,0,0,Yes
360,0,0,Yes
361,1,1,Yes
362,0,0,Yes
363,0,0,Yes
364,0,0,Yes
365,0,0,Yes
366,0,0,Yes
367,0,0,Yes
368,0,0,Yes
369,0,0,Yes
370,0,0,Yes
371,0,0,Yes
372,0,0,Yes
373,0,0,Yes
374,0,0,Yes
375,0,0,Yes
376,0,0,Yes
377,0,0,Yes
378,0,0,Yes
379,0,0,Yes
380,0,0,Yes
381,0,0,Yes
382,0,0,Yes
383,0,0,Yes
384,0,0,Yes
385,0,0,Yes
386,0,0,Yes
387,0,0,Yes
388,0,0,Yes
389,0,0,Yes
390,0,0,Yes
391,0,0,Yes
392,0,0,Yes
393,0,0,Yes
394,0,0,Yes
395,0,0,Yes
396,0,0,Yes
397,0,0,Yes
398,0,0,Yes
399,0,0,Yes
400,0,0,Yes
401,0,0,Yes
402,0,0,Yes
403,0,0,Yes
404,0,0,Yes
405,0,0,Yes
406,0,0,Yes
407,0,0,Yes
408,0,0,Yes
409,0,0,Yes
410,0,0,Yes
411,0,0,Yes
412,0,0,Yes
413,0,0,Yes
414,0,0,Yes
415,0,0,Yes
416,0,0,Yes
417,0,0,Yes
418,0,0,Yes
419,0,0,Yes
420,0,0,Yes
421,0,0,Yes
422,0,0,Yes
423,0,0,Yes
424,0,0,Yes
425,3,0,No
426,0,0,Yes
427,0,0,Yes
428,0,0,Yes
429,0,0,Yes
430,0,0,Yes
431,0,0,Yes
432,0,0,Yes
433,0,0,Yes
434,0,0,Yes
435,0,0,Yes
436,0,0,Yes
437,0,0,Yes
438,0,0,Yes
439,0,0,Yes
440,0,0,Yes
441,0,0,Yes
442,0,0,Yes
443,0,0,Yes
444,0,0,Yes
445,0,0,Yes
446,0,0,Yes
447,0,0,Yes
448,0,0,Yes
449,0,0,Yes
450,0,0,Yes
451,0,0,Yes
452,8,0,No
453,0,0,Yes
454,0,0,Yes
455,0,0,Yes
456,0,0,Yes
457,0,0,Yes
458,0,0,Yes
459,0,0,Yes
460,0,0,Yes
461,0,0,Yes
462,0,0,Yes
463,0,0,Yes
464,0,0,Yes
465,0,0,Yes
466,0,0,Yes
467,0,0,Yes
468,0,0,Yes
469,0,0,Yes
470,0,0,Yes
471,0,0,Yes
472,0,0,Yes
473,0,0,Yes
474,0,0,Yes
475,0,0,Yes
476,0,0,Yes
477,0,0,Yes
478,0,0,Yes
479,0,0,Yes
480,0,0,Yes
481,0,0,Yes
482,0,0,Yes
483,0,0,Yes
484,0,0,Yes
485,0,0,Yes
486,0,0,Yes
487,0,0,Yes
488,0,0,Yes
489,0,0,Yes
490,0,0,Yes
491,0,0,Yes
492,0,0,Yes
493,0,0,Yes
494,0,0,Yes
495,0,0,Yes
496,0,0,Yes
497,0,0,Yes
498,0,0,Yes
499,0,0,Yes
500,0,0,Yes
501,0,0,Yes
502,0,0,Yes
503,0,0,Yes
504,0,0,Yes
505,0,0,Yes
506,0,0,Yes
507,0,0,Yes
508,0,0,Yes
509,0,0,Yes
510,0,0,Yes
511,0,0,Yes
512,0,0,Yes
513,0,0,Yes
514,0,0,Yes
515,0,0,Yes
516,0,0,Yes
517,0,0,Yes
518,0,0,Yes
519,0,0,Yes
520,0,0,Yes
521,0,0,Yes
522,0,0,Yes
523,0,0,Yes
524,0,0,Yes
525,0,0,Yes
526,0,0,Yes
527,0,0,Yes
528,0,0,Yes
529,0,0,Yes
530,0,0,Yes
531,0,0,Yes
532,0,0,Yes
533,0,0,Yes
534,0,0,Yes
535,0,0,Yes
536,0,0,Yes
537,0,0,Yes
538,0,0,Yes
539,0,0,Yes
540,0,0,Yes
541,0,0,Yes
542,0,0,Yes
543,0,0,Yes
544,0,0,Yes
545,0,0,Yes
546,0,0,Yes
547,0,0,Yes
548,0,0,Yes
549,0,0,Yes
550,0,0,Yes
551,0,0,Yes
552,0,0,Yes
553,0,0,Yes
554,0,0,Yes
555,0,0,Yes
556,0,0,Yes
557,0,0,Yes
558,0,0,Yes
559,0,0,Yes
560,0,0,Yes
561,0,0,Yes
562,0,0,Yes
563,0,0,Yes
564,0,0,Yes
565,0,0,Yes
566,0,0,Yes
567,0,0,Yes
568,0,0,Yes
569,0,0,Yes
570,0,0,Yes
571,0,0,Yes
572,0,0,Yes
573,0,0,Yes
574,0,0,Yes
575,0,0,Yes
576,0,0,Yes
577,0,0,Yes
578,0,0,Yes
579,0,0,Yes
580,0,0,Yes
581,0,0,Yes
582,0,0,Yes
583,0,0,Yes
584,0,0,Yes
585,0,0,Yes
586,0,0,Yes
587,0,0,Yes
588,0,0,Yes
589,0,0,Yes
590,0,0,Yes
591,0,0,Yes
592,0,0,Yes
593,0,0,Yes
594,0,0,Yes
595,0,0,Yes
596,0,0,Yes
597,0,0,Yes
598,0,0,Yes
599,0,0,Yes
600,0,0,Yes
601,0,0,Yes
602,0,0,Yes
603,0,0,Yes
604,0,0,Yes
605,0,0,Yes
606,0,0,Yes
607,0,0,Yes
608,0,0,Yes
609,0,0,Yes
610,0,0,Yes
611,0,0,Yes
612,0,0,Yes
613,0,0,Yes
614,0,0,Yes
615,0,0,Yes
616,0,0,Yes
617,0,0,Yes
618,0,0,Yes
619,0,0,Yes
620,0,0,Yes
621,0,0,Yes
622,0,0,Yes
623,0,0,Yes
624,0,0,Yes
625,0,0,Yes
626,0,0,Yes
627,0,0,Yes
628,0,0,Yes
629,0,0,Yes
630,0,0,Yes
631,0,0,Yes
632,0,0,Yes
633,0,0,Yes
634,0,0,Yes
635,0,0,Yes
636,0,0,Yes
637,0,0,Yes
638,0,0,Yes
639,0,0,Yes
640,0,0,Yes
641,0,0,Yes
642,0,0,Yes
643,0,0,Yes
644,0,0,Yes
645,0,0,Yes
646,0,0,Yes
647,0,0,Yes
648,0,0,Yes
649,0,0,Yes
650,0,0,Yes
651,0,0,Yes
652,0,0,Yes
653,0,0,Yes
654,0,0,Yes
655,0,0,Yes
656,0,0,Yes
657,0,0,Yes
658,0,0,Yes
659,0,0,Yes
660,0,0,Yes
661,0,0,Yes
662,0,0,Yes
663,0,0,Yes
664,0,0,Yes
665,0,0,Yes
666,0,0,Yes
667,0,0,Yes
668,0,0,Yes
669,0,0,Yes
670,0,0,Yes
671,0,0,Yes
672,0,0,Yes
673,0,0,Yes
674,0,0,Yes
675,0,0,Yes
676,0,0,Yes
677,0,0,Yes
678,0,0,Yes
679,0,0,Yes
680,0,0,Yes
681,0,0,Yes
682,0,0,Yes
683,0,0,Yes
684,0,0,Yes
685,0,0,Yes
686,0,0,Yes
687,0,0,Yes
688,0,0,Yes
689,0,0,Yes
690,0,0,Yes
691,0,0,Yes
692,0,0,Yes
693,0,0,Yes
694,0,0,Yes
695,0,0,Yes
696,0,0,Yes
697,0,0,Yes
698,0,0,Yes
699,0,0,Yes
700,0,0,Yes
701,0,0,Yes
702,0,0,Yes
703,0,0,Yes
704,0,0,Yes
705,0,0,Yes
706,0,0,Yes
707,0,0,Yes
708,0,0,Yes
709,0,0,Yes
710,0,0,Yes
711,0,0,Yes
712,0,0,Yes
713,0,0,Yes
714,0,0,Yes
715,0,0,Yes
716,0,0,Yes
717,0,0,Yes
718,0,0,Yes
719,0,0,Yes
720,0,0,Yes
721,0,0,Yes
722,0,0,Yes
723,0,0,Yes
724,0,0,Yes
725,0,0,Yes
726,0,0,Yes
727,0,0,Yes
728,0,0,Yes
729,0,0,Yes
730,0,0,Yes
731,0,0,Yes
732,0,0,Yes
733,0,0,Yes
734,0,0,Yes
735,0,0,Yes
736,0,0,Yes
737,0,0,Yes
738,0,0,Yes
739,0,0,Yes
740,0,0,Yes
741,0,0,Yes
742,0,0,Yes
743,0,0,Yes
744,0,0,Yes
745,0,0,Yes
746,0,0,Yes
747,0,0,Yes
748,0,0,Yes
749,0,0,Yes
750,0,0,Yes
751,0,0,Yes
752,0,0,Yes
753,0,0,Yes
754,0,0,Yes
755,0,0,Yes
756,0,0,Yes
757,0,0,Yes
758,0,0,Yes
759,0,0,Yes
760,0,0,Yes
761,0,0,Yes
762,0,0,Yes
763,0,0,Yes
764,0,0,Yes
765,1,0,No
766,0,0,Yes
767,0,0,Yes
768,0,0,Yes
769,0,0,Yes
770,0,0,Yes
771,0,0,Yes
772,0,0,Yes
773,0,0,Yes
774,0,0,Yes
775,0,0,Yes
776,0,0,Yes
777,0,0,Yes
778,0,0,Yes
779,0,0,Yes
780,0,0,Yes
781,0,0,Yes
782,0,0,Yes
783,0,0,Yes
784,0,0,Yes
785,0,0,Yes
786,0,0,Yes
787,0,0,Yes
788,0,0,Yes
789,0,0,Yes
790,0,0,Yes
791,0,0,Yes
792,0,0,Yes
793,0,0,Yes
794,0,0,Yes
795,0,0,Yes
796,0,0,Yes
797,0,0,Yes
798,0,0,Yes
799,0,0,Yes
800,0,0,Yes
801,0,0,Yes
802,0,0,Yes
803,0,0,Yes
804,0,0,Yes
805,0,0,Yes
806,0,0,Yes
807,0,0,Yes
808,0,0,Yes
809,0,0,Yes
810,0,0,Yes
811,0,0,Yes
812,0,0,Yes
813,0,0,Yes
814,0,0,Yes
815,0,0,Yes
816,0,0,Yes
817,0,0,Yes
818,0,0,Yes
819,0,0,Yes
820,0,0,Yes
821,0,0,Yes
822,0,0,Yes
823,0,0,Yes
824,0,0,Yes
825,0,0,Yes
826,0,0,Yes
827,16,16,Yes
828,0,0,Yes
829,0,0,Yes
830,0,0,Yes
831,0,0,Yes
832,0,0,Yes
833,0,0,Yes
834,0,0,Yes
835,0,0,Yes
836,0,0,Yes
837,0,0,Yes
838,0,0,Yes
839,0,0,Yes
840,0,0,Yes
841,0,0,Yes
842,0,0,Yes
843,0,0,Yes
844,0,0,Yes
845,0,0,Yes
846,0,0,Yes
847,0,0,Yes
848,0,0,Yes
849,0,0,Yes
850,0,0,Yes
851,0,0,Yes
852,0,0,Yes
853,0,0,Yes
854,0,0,Yes
855,0,0,Yes
856,0,0,Yes
857,0,0,Yes
858,0,0,Yes
859,0,0,Yes
860,0,0,Yes
861,0,0,Yes
862,0,0,Yes
863,0,0,Yes
864,0,0,Yes
865,0,0,Yes
866,0,0,Yes
867,5,0,No
868,0,0,Yes
869,0,0,Yes
870,0,0,Yes
871,0,0,Yes
872,0,0,Yes
873,1,0,No
874,0,0,Yes
875,0,0,Yes
876,2,0,No
877,0,0,Yes
878,0,0,Yes
879,0,0,Yes
880,0,0,Yes
881,0,0,Yes
882,0,0,Yes
883,0,0,Yes
884,0,0,Yes
885,0,0,Yes
886,0,0,Yes
887,4,0,No
888,0,0,Yes
889,0,0,Yes
890,0,0,Yes
891,0,0,Yes
892,0,0,Yes
893,0,0,Yes
894,0,0,Yes
895,0,0,Yes
896,0,0,Yes
897,0,0,Yes
898,0,0,Yes
899,0,0,Yes
900,0,0,Yes
901,0,0,Yes
902,0,0,Yes
903,0,0,Yes
904,0,0,Yes
905,0,0,Yes
906,0,0,Yes
907,0,0,Yes
908,0,0,Yes
909,0,0,Yes
910,0,0,Yes
911,0,0,Yes
912,0,0,Yes
913,0,0,Yes
914,0,0,Yes
915,0,0,Yes
916,0,0,Yes
917,0,0,Yes
918,0,0,Yes
919,0,0,Yes
920,0,0,Yes
921,0,0,Yes
922,0,0,Yes
923,0,0,Yes
924,0,0,Yes
925,0,0,Yes
926,0,0,Yes
927,0,0,Yes
928,0,0,Yes
929,0,0,Yes
930,0,0,Yes
931,0,0,Yes
932,0,0,Yes
933,0,0,Yes
934,0,0,Yes
935,0,0,Yes
936,0,0,Yes
937,0,0,Yes
938,0,0,Yes
939,0,0,Yes
940,0,0,Yes
941,0,0,Yes
942,0,0,Yes
943,0,0,Yes
944,0,0,Yes
945,0,0,Yes
946,0,0,Yes
947,0,0,Yes
948,0,0,Yes
949,0,0,Yes
950,0,0,Yes
951,0,0,Yes
952,0,0,Yes
953,0,0,Yes
954,0,0,Yes
955,0,0,Yes
956,0,0,Yes
957,0,0,Yes
958,0,0,Yes
959,0,0,Yes
960,0,0,Yes
961,0,0,Yes
962,0,0,Yes
963,0,0,Yes
964,0,0,Yes
965,0,0,Yes
966,0,0,Yes
967,0,0,Yes
968,0,0,Yes
969,0,0,Yes
970,0,0,Yes
971,0,0,Yes
972,0,0,Yes
973,0,0,Yes
974,0,0,Yes
975,0,0,Yes
976,0,0,Yes
977,0,0,Yes
978,0,0,Yes
979,0,0,Yes
980,0,0,Yes
981,0,0,Yes
982,0,0,Yes
983,0,0,Yes
984,0,0,Yes
985,0,0,Yes
986,0,0,Yes
987,0,0,Yes
988,0,0,Yes
989,0,0,Yes
990,0,0,Yes
991,0,0,Yes
992,0,0,Yes
993,0,0,Yes
994,0,0,Yes
995,0,0,Yes
996,0,0,Yes
997,0,0,Yes
998,0,0,Yes
999,0,0,Yes
1000,0,0,Yes
1001,0,0,Yes
1002,0,0,Yes
1003,0,0,Yes
1004,0,0,Yes
1005,0,0,Yes
1006,0,0,Yes
1007,0,0,Yes
1008,0,0,Yes
1009,0,0,Yes
1010,0,0,Yes
1011,0,0,Yes
1012,0,0,Yes
1013,0,0,Yes
1014,0,0,Yes
1015,0,0,Yes
1016,0,0,Yes
1017,0,0,Yes
1018,0,0,Yes
1019,0,0,Yes
1020,0,0,Yes
1021,0,0,Yes
1022,0,0,Yes
1023,0,0,Yes
1024,0,0,Yes
1025,0,0,Yes
1026,0,0,Yes
1027,0,0,Yes
1028,0,0,Yes
1029,0,0,Yes
1030,0,0,Yes
1031,0,0,Yes
1032,0,0,Yes
1033,0,0,Yes
1034,0,0,Yes
1035,0,0,Yes
1036,0,0,Yes
1037,0,0,Yes
1038,0,0,Yes
1039,0,0,Yes
1040,0,0,Yes
1041,0,0,Yes
1042,0,0,Yes
1043,0,0,Yes
1044,0,0,Yes
1045,0,0,Yes
1046,0,0,Yes
1047,0,0,Yes
1048,0,0,Yes
1049,8,0,No
1050,0,0,Yes
1051,0,0,Yes
1052,0,0,Yes
1053,0,0,Yes
1054,0,0,Yes
1055,0,0,Yes
1056,0,0,Yes
1057,0,0,Yes
1058,0,0,Yes
1059,0,0,Yes
1060,0,0,Yes
1061,0,0,Yes
1062,0,0,Yes
1063,0,0,Yes
1064,0,0,Yes
1065,0,0,Yes
1066,0,0,Yes
1067,0,0,Yes
1068,0,0,Yes
1069,0,0,Yes
1070,0,0,Yes
1071,0,0,Yes
1072,0,0,Yes
1073,0,0,Yes
1074,0,0,Yes
1075,0,0,Yes
1076,0,0,Yes
1077,0,0,Yes
1078,0,0,Yes
1079,0,0,Yes
1080,0,0,Yes
1081,0,0,Yes
1082,0,0,Yes
1083,0,0,Yes
1084,16,0,No
1085,0,0,Yes
1086,0,0,Yes
1087,0,0,Yes
1088,0,0,Yes
1089,0,0,Yes
1090,0,0,Yes
1091,0,0,Yes
1092,0,0,Yes
1093,0,0,Yes
1094,0,0,Yes
1095,0,0,Yes
1096,0,0,Yes
1097,0,0,Yes
1098,0,0,Yes
1099,0,0,Yes
1100,0,0,Yes
1101,0,0,Yes
1102,0,0,Yes
1103,0,0,Yes
1104,0,0,Yes
1105,0,0,Yes
1106,0,0,Yes
1107,0,0,Yes
1108,0,0,Yes
1109,0,0,Yes
1110,0,0,Yes
1111,0,0,Yes
1112,0,0,Yes
1113,0,0,Yes
1114,0,0,Yes
1115,0,0,Yes
1116,0,0,Yes
1117,0,0,Yes
1118,0,0,Yes
1119,0,0,Yes
1120,0,0,Yes
1121,0,0,Yes
1122,0,0,Yes
1123,0,0,Yes
1124,0,0,Yes
1125,0,0,Yes
1126,0,0,Yes
1127,0,0,Yes
1128,0,0,Yes
1129,0,0,Yes
1130,0,0,Yes
1131,0,0,Yes
1132,0,0,Yes
1133,0,0,Yes
1134,0,0,Yes
1135,8,16,No
1136,0,0,Yes
1137,0,0,Yes
1138,0,0,Yes
1139,0,0,Yes
1140,0,0,Yes
1141,0,0,Yes
1142,0,0,Yes
1143,0,0,Yes
1144,0,0,Yes
1145,0,0,Yes
1146,0,0,Yes
1147,0,0,Yes
1148,0,0,Yes
1149,0,0,Yes
1150,0,0,Yes
1151,0,0,Yes
1152,0,0,Yes
1153,0,0,Yes
1154,0,0,Yes
1155,0,0,Yes
1156,0,0,Yes
1157,0,0,Yes
1158,0,0,Yes
1159,0,0,Yes
1160,0,0,Yes
1161,8,1,No
1162,0,0,Yes
1163,0,0,Yes
1164,0,0,Yes
1165,0,0,Yes
1166,0,0,Yes
1167,0,0,Yes
1168,0,0,Yes
1169,0,0,Yes
1170,0,0,Yes
1171,0,0,Yes
1172,0,0,Yes
1173,0,0,Yes
1174,0,0,Yes
1175,0,0,Yes
1176,0,0,Yes
1177,0,0,Yes
1178,0,0,Yes
1179,0,0,Yes
1180,0,0,Yes
1181,0,0,Yes
1182,0,0,Yes
1183,0,0,Yes
1184,0,0,Yes
1185,0,0,Yes
1186,0,0,Yes
1187,0,0,Yes
1188,0,0,Yes
1189,2,0,No
1190,0,0,Yes
1191,0,0,Yes
1192,0,0,Yes
1193,0,0,Yes
1194,0,0,Yes
1195,12,2,No
1196,0,0,Yes
1197,16,1,No
1198,0,0,Yes
1199,0,0,Yes
1200,0,0,Yes
1201,0,0,Yes
1202,0,0,Yes
1203,0,0,Yes
1204,0,0,Yes
1205,0,0,Yes
1206,0,0,Yes
1207,0,0,Yes
1208,0,0,Yes
1209,0,0,Yes
1210,0,0,Yes
1211,0,0,Yes
1212,0,0,Yes
1213,0,0,Yes
1214,0,0,Yes
1215,0,0,Yes
1216,0,0,Yes
1217,0,0,Yes
1218,0,0,Yes
1219,0,0,Yes
1220,0,0,Yes
1221,0,0,Yes
1222,0,0,Yes
1223,0,0,Yes
1224,0,0,Yes
1225,0,0,Yes
1226,0,0,Yes
1227,0,0,Yes
1228,0,0,Yes
1229,0,0,Yes
1230,0,0,Yes
1231,0,0,Yes
1232,0,0,Yes
1233,0,0,Yes
1234,0,0,Yes
1235,0,0,Yes
1236,0,0,Yes
1237,0,0,Yes
1238,0,0,Yes
1239,0,0,Yes
1240,0,0,Yes
1241,0,0,Yes
1242,0,0,Yes
1243,0,0,Yes
1244,0,0,Yes
1245,0,0,Yes
1246,0,0,Yes
1247,0,0,Yes
1248,0,0,Yes
1249,0,0,Yes
1250,0,0,Yes
1251,0,0,Yes
1252,0,0,Yes
1253,0,0,Yes
1254,0,0,Yes
1255,0,0,Yes
1256,0,0,Yes
1257,0,0,Yes
1258,0,0,Yes
1259,0,0,Yes
1260,0,0,Yes
1261,16,0,No
1262,0,0,Yes
1263,0,0,Yes
1264,0,0,Yes
1265,0,0,Yes
1266,0,0,Yes
1267,0,0,Yes
1268,0,0,Yes
1269,0,0,Yes
1270,0,0,Yes
1271,0,0,Yes
1272,0,0,Yes
1273,0,0,Yes
1274,0,0,Yes
1275,0,0,Yes
1276,0,0,Yes
1277,0,0,Yes
1278,0,0,Yes
1279,0,0,Yes
1280,0,0,Yes
1281,0,0,Yes
1282,0,0,Yes
1283,0,0,Yes
1284,0,0,Yes
1285,0,0,Yes
1286,0,0,Yes
1287,0,0,Yes
1288,0,0,Yes
1289,0,0,Yes
1290,0,0,Yes
1291,0,0,Yes
1292,0,0,Yes
1293,0,0,Yes
1294,0,0,Yes
1295,0,0,Yes
1296,0,0,Yes
1297,0,0,Yes
1298,0,0,Yes
1299,0,0,Yes
1300,0,0,Yes
1301,0,0,Yes
1302,3,1,No
1303,0,0,Yes
1304,0,0,Yes
1305,0,0,Yes
1306,0,0,Yes
1307,0,0,Yes
1308,0,0,Yes
1309,0,0,Yes
1310,0,0,Yes
1311,0,0,Yes
1312,0,0,Yes
1313,0,0,Yes
1314,0,0,Yes
1315,0,0,Yes
1316,0,0,Yes
1317,0,0,Yes
1318,0,0,Yes
1319,0,0,Yes
1320,0,0,Yes
1321,0,0,Yes
1322,0,0,Yes
1323,0,0,Yes
1324,0,0,Yes
1325,0,0,Yes
1326,0,0,Yes
1327,0,0,Yes
1328,0,0,Yes
1329,0,0,Yes
1330,0,0,Yes
1331,0,0,Yes
1332,0,0,Yes
1333,0,0,Yes
1334,0,0,Yes
1335,0,0,Yes
1336,0,0,Yes
1337,0,0,Yes
1338,0,0,Yes
1339,0,0,Yes
1340,0,0,Yes
1341,0,0,Yes
1342,0,0,Yes
1343,0,0,Yes
1344,0,0,Yes
1345,0,0,Yes
1346,0,0,Yes
1347,0,0,Yes
1348,0,0,Yes
1349,0,0,Yes
1350,0,0,Yes
1351,0,0,Yes
1352,0,0,Yes
1353,0,0,Yes
1354,0,0,Yes
1355,0,0,Yes
1356,0,0,Yes
1357,0,0,Yes
1358,0,0,Yes
1359,0,0,Yes
1360,0,0,Yes
1361,0,0,Yes
1362,0,0,Yes
